N.rep,data.type,N.col,expr,time
1000,data.table,42046,tidyfast::dt_pivot_longer-4,5943146720
1000,data.table,42046,data.table::melt-4,5417538440
1000,data.table,42046,utils::stack-0,1462317840
1000,data.table,42046,cdata::unpivot_to_blocks-4,48748847280
1000,data.table,42046,data.table::melt-4,5758849400
1000,data.table,42046,data.table::melt-0,121889160
1000,data.table,42046,data.table::melt-4,5315655640
1000,data.table,42046,cdata::unpivot_to_blocks-0,41004903520
1000,data.table,42046,data.table::melt-0,144777800
1000,data.table,42046,tidyr::gather-0,3325665840
1000,data.table,42046,tidyr::pivot_longer-0,1032061720
1000,data.table,42046,reshape2::melt-4,7169493400
1000,data.table,42046,data.table::melt-0,105640240
1000,data.table,42046,nc::capture_melt_single-0,3936640200
1000,data.table,42046,cdata::unpivot_to_blocks-4,44369394280
1000,data.table,42046,cdata::unpivot_to_blocks-4,45713220080
1000,data.table,42046,data.table::melt-0,133944280
1000,data.table,42046,data.table::melt-0,105725200
1000,data.table,42046,reshape2::melt-4,7658661440
1000,data.table,42046,tidyr::gather-4,7828953360
1000,data.table,42046,data.table::melt-4,5030568200
1000,data.table,42046,tidyr::pivot_longer-4,973480880
1000,data.table,42046,data.table::melt-4,4970229160
1000,data.table,42046,utils::stack-4,5707123240
1000,data.table,42046,cdata::unpivot_to_blocks-4,43946806240
1000,data.table,42046,tidyfast::dt_pivot_longer-0,146548400
1000,data.table,42046,tidyr::pivot_longer-4,1024446240
1000,data.table,42046,data.table::melt-4,5406126880
1000,data.table,42046,tidyr::gather-4,7950941200
1000,data.table,42046,tidyr::gather-4,8551391640
1000,data.table,42046,nc::capture_melt_single-4,4415643000
1000,data.table,42046,utils::stack-4,6782656960
1000,data.table,42046,cdata::unpivot_to_blocks-0,43003315080
1000,data.table,42046,reshape2::melt-0,2405982520
1000,data.table,42046,data.table::melt-4,5436425840
1000,data.table,42046,utils::stack-4,6895228080
1000,data.table,42046,cdata::unpivot_to_blocks-4,48759809800
1000,data.table,42046,tidyr::pivot_longer-0,1022723440
1000,data.table,42046,tidyfast::dt_pivot_longer-4,6008702440
1000,data.table,42046,tidyfast::dt_pivot_longer-0,165868760
1000,data.table,42046,cdata::unpivot_to_blocks-0,43755558680
1000,data.table,42046,nc::capture_melt_single-0,4251815640
