N.rep,N.col,expr,time
100,405,data.table::melt.new.sep,12355160
100,405,data.table::melt.new.pattern,14049760
100,405,data.table::melt.new.pattern,13425160
100,405,data.table::melt.old.set,3909840
100,405,data.table::melt.new.sep,11592320
100,405,data.table::melt.new.pattern,12258680
100,405,data.table::melt.old.set,3983600
100,405,data.table::melt.new.sep,12834360
100,405,data.table::melt.new.pattern,12105400
100,405,tidyr::pivot_longer,21039480
100,405,data.table::melt.old.join,5751840
100,405,data.table::melt.old.set,4331520
100,405,data.table::melt.old.join,6673640
100,405,data.table::melt.old.set,13076280
100,405,data.table::melt.old.set,3551040
100,405,data.table::melt.new.pattern,12228840
100,405,tidyr::pivot_longer,22077560
100,405,tidyr::pivot_longer,21147920
100,405,data.table::melt.old.join,5645200
100,405,data.table::melt.new.pattern,12141880
316,1269,data.table::melt.old.join,13575680
316,1269,data.table::melt.old.join,14505000
316,1269,data.table::melt.old.set,7537480
316,1269,data.table::melt.old.join,14342040
316,1269,data.table::melt.new.pattern,17297680
316,1269,data.table::melt.new.pattern,17050480
316,1269,data.table::melt.new.pattern,17483680
316,1269,data.table::melt.new.pattern,24816160
316,1269,data.table::melt.old.set,17470400
316,1269,tidyr::pivot_longer,49038640
316,1269,data.table::melt.old.join,14988480
316,1269,data.table::melt.old.set,7141920
316,1269,tidyr::pivot_longer,64374040
316,1269,data.table::melt.new.sep,25615800
316,1269,data.table::melt.new.sep,22090760
316,1269,data.table::melt.old.set,7980160
316,1269,tidyr::pivot_longer,65148720
316,1269,tidyr::pivot_longer,56549480
316,1269,data.table::melt.old.join,14069960
316,1269,data.table::melt.new.pattern,28839800
316,1269,data.table::melt.new.pattern,19562600
316,1269,tidyr::pivot_longer,57180280
316,1269,data.table::melt.new.sep,25770760
316,1269,tidyr::pivot_longer,45705320
316,1269,data.table::melt.old.set,7305120
316,1269,data.table::melt.old.join,21442640
316,1269,data.table::melt.old.set,15549360
316,1269,data.table::melt.new.pattern,140833520
316,1269,tidyr::pivot_longer,47396160
316,1269,data.table::melt.old.set,7045920
316,1269,tidyr::pivot_longer,45873280
316,1269,data.table::melt.new.sep,16609080
316,1269,data.table::melt.old.set,7622160
316,1269,data.table::melt.old.join,16807880
316,1269,data.table::melt.new.pattern,25325160
316,1269,data.table::melt.new.sep,17988080
316,1269,data.table::melt.new.sep,17222440
316,1269,data.table::melt.old.join,14125040
316,1269,data.table::melt.new.sep,16817000
316,1269,data.table::melt.old.join,21902920
316,1269,data.table::melt.new.sep,17115600
316,1269,data.table::melt.new.pattern,17547760
316,1269,data.table::melt.old.join,132893640
316,1269,data.table::melt.old.set,7419480
316,1269,data.table::melt.new.sep,16547000
316,1269,tidyr::pivot_longer,45521000
316,1269,data.table::melt.new.pattern,17172600
316,1269,tidyr::pivot_longer,44214480
316,1269,data.table::melt.old.set,7105600
316,1269,data.table::melt.new.sep,26232960
1000,4005,data.table::melt.new.sep,32440360
1000,4005,data.table::melt.old.join,36697960
1000,4005,data.table::melt.new.pattern,44607400
1000,4005,tidyr::pivot_longer,140582240
1000,4005,data.table::melt.old.set,37719200
1000,4005,data.table::melt.old.join,164057800
1000,4005,tidyr::pivot_longer,271586520
1000,4005,data.table::melt.old.set,18749760
1000,4005,data.table::melt.old.set,23285680
1000,4005,data.table::melt.old.set,26414320
1000,4005,data.table::melt.new.sep,42682600
1000,4005,data.table::melt.old.join,180385080
1000,4005,data.table::melt.new.pattern,38445640
1000,4005,data.table::melt.old.join,42684080
1000,4005,data.table::melt.new.sep,36393480
1000,4005,data.table::melt.new.sep,39226760
1000,4005,data.table::melt.old.set,24328760
1000,4005,data.table::melt.new.pattern,47237360
1000,4005,data.table::melt.old.set,18852000
1000,4005,data.table::melt.new.sep,37886520
1000,4005,data.table::melt.new.pattern,47842480
1000,4005,data.table::melt.old.join,171426400
1000,4005,data.table::melt.old.set,18497720
1000,4005,data.table::melt.new.sep,32569880
1000,4005,data.table::melt.new.pattern,34830920
1000,4005,data.table::melt.new.sep,33721840
1000,4005,data.table::melt.old.join,36932600
1000,4005,data.table::melt.old.join,51471960
1000,4005,tidyr::pivot_longer,255754200
1000,4005,data.table::melt.new.pattern,35131680
1000,4005,data.table::melt.new.sep,32430040
1000,4005,tidyr::pivot_longer,133506200
1000,4005,tidyr::pivot_longer,133635920
1000,4005,tidyr::pivot_longer,119911840
1000,4005,data.table::melt.old.set,30666040
1000,4005,data.table::melt.old.set,19532120
1000,4005,data.table::melt.old.join,38602520
1000,4005,data.table::melt.old.join,56128240
1000,4005,tidyr::pivot_longer,253778880
1000,4005,data.table::melt.old.join,36908840
1000,4005,data.table::melt.old.set,18086360
1000,4005,tidyr::pivot_longer,133014080
1000,4005,data.table::melt.new.pattern,34907240
1000,4005,data.table::melt.new.sep,48037920
1000,4005,data.table::melt.new.sep,35037120
1000,4005,tidyr::pivot_longer,134432560
1000,4005,data.table::melt.new.pattern,48140760
1000,4005,data.table::melt.new.pattern,34696400
1000,4005,data.table::melt.new.pattern,161658040
1000,4005,tidyr::pivot_longer,119771800
3162,12653,data.table::melt.old.join,138611760
3162,12653,data.table::melt.old.join,154793840
3162,12653,data.table::melt.old.join,149944160
3162,12653,data.table::melt.old.set,99634320
3162,12653,tidyr::pivot_longer,397355280
3162,12653,data.table::melt.new.sep,117238480
3162,12653,data.table::melt.new.pattern,255993920
3162,12653,data.table::melt.new.pattern,91615840
3162,12653,data.table::melt.new.sep,94504000
3162,12653,data.table::melt.new.sep,128043840
3162,12653,data.table::melt.old.set,213060760
3162,12653,tidyr::pivot_longer,419406000
3162,12653,data.table::melt.old.join,137003320
3162,12653,tidyr::pivot_longer,549918680
3162,12653,data.table::melt.old.set,61861880
3162,12653,tidyr::pivot_longer,439516360
3162,12653,data.table::melt.new.sep,262756000
3162,12653,data.table::melt.old.set,59489360
3162,12653,data.table::melt.new.pattern,94679680
3162,12653,data.table::melt.new.sep,89225160
3162,12653,tidyr::pivot_longer,395900880
3162,12653,data.table::melt.old.set,90666560
3162,12653,data.table::melt.new.sep,90188440
3162,12653,data.table::melt.new.pattern,254268440
3162,12653,tidyr::pivot_longer,385297840
3162,12653,data.table::melt.new.pattern,91799240
3162,12653,data.table::melt.new.pattern,120750680
3162,12653,data.table::melt.new.pattern,93889160
3162,12653,data.table::melt.old.join,116077520
3162,12653,data.table::melt.new.sep,105792640
3162,12653,data.table::melt.new.sep,118641800
3162,12653,data.table::melt.old.join,280176240
3162,12653,data.table::melt.old.set,55624280
3162,12653,data.table::melt.new.sep,90953360
3162,12653,data.table::melt.new.pattern,90326720
3162,12653,data.table::melt.old.join,311453120
3162,12653,data.table::melt.old.join,116351600
3162,12653,data.table::melt.old.join,119583320
3162,12653,tidyr::pivot_longer,405415720
3162,12653,tidyr::pivot_longer,536705200
3162,12653,data.table::melt.old.set,55454000
3162,12653,data.table::melt.old.set,55962440
3162,12653,data.table::melt.new.pattern,107396480
3162,12653,data.table::melt.new.pattern,91145600
3162,12653,tidyr::pivot_longer,559223800
3162,12653,data.table::melt.old.set,54643840
3162,12653,data.table::melt.new.sep,91929920
3162,12653,tidyr::pivot_longer,389214400
3162,12653,data.table::melt.old.join,286038000
3162,12653,data.table::melt.old.set,54960120
10000,40005,data.table::melt.old.join,444191560
10000,40005,data.table::melt.new.pattern,346675040
10000,40005,data.table::melt.new.pattern,370214680
10000,40005,tidyr::pivot_longer,1664228440
10000,40005,data.table::melt.old.join,467050040
10000,40005,data.table::melt.new.pattern,401229960
10000,40005,data.table::melt.old.set,457193800
10000,40005,data.table::melt.new.sep,322508800
10000,40005,data.table::melt.old.join,471654520
10000,40005,tidyr::pivot_longer,1740087720
10000,40005,data.table::melt.old.join,694143880
10000,40005,data.table::melt.old.join,381376920
10000,40005,data.table::melt.new.pattern,348499720
10000,40005,tidyr::pivot_longer,1695628920
10000,40005,data.table::melt.new.sep,336746320
10000,40005,data.table::melt.old.join,387162360
10000,40005,tidyr::pivot_longer,1645745200
10000,40005,data.table::melt.new.sep,334742200
10000,40005,data.table::melt.old.join,391117160
10000,40005,data.table::melt.old.set,481644480
10000,40005,data.table::melt.new.pattern,312283400
10000,40005,data.table::melt.old.join,383184960
10000,40005,data.table::melt.old.set,189203640
10000,40005,data.table::melt.old.join,496848520
10000,40005,data.table::melt.old.set,424625840
10000,40005,data.table::melt.new.sep,313690480
10000,40005,data.table::melt.old.set,182746760
10000,40005,tidyr::pivot_longer,1416803120
10000,40005,data.table::melt.new.pattern,312746760
10000,40005,tidyr::pivot_longer,1587129360
10000,40005,tidyr::pivot_longer,1348050520
10000,40005,data.table::melt.old.set,185817960
10000,40005,data.table::melt.old.set,224833320
10000,40005,data.table::melt.new.pattern,355794680
10000,40005,data.table::melt.new.pattern,319145640
10000,40005,tidyr::pivot_longer,1373040520
10000,40005,data.table::melt.new.sep,558639680
10000,40005,data.table::melt.new.pattern,306162280
10000,40005,tidyr::pivot_longer,1363535120
10000,40005,data.table::melt.new.sep,335305280
10000,40005,data.table::melt.old.set,204526040
10000,40005,data.table::melt.old.set,263488360
10000,40005,data.table::melt.new.sep,311643480
10000,40005,data.table::melt.old.join,652247840
10000,40005,data.table::melt.new.sep,309156160
10000,40005,data.table::melt.new.sep,354162480
10000,40005,data.table::melt.new.sep,358575920
10000,40005,tidyr::pivot_longer,1601673800
10000,40005,data.table::melt.old.set,185427240
10000,40005,data.table::melt.new.pattern,309680400
