N.rep,N.col,expr,time
10,466,data.table::melt.old.join,4559800
10,466,data.table::melt.old.join,4510440
10,466,tidyr::pivot_longer,17415520
10,466,data.table::melt.old.set,8464080
10,466,data.table::melt.new.pattern,3987120
10,466,tidyr::pivot_longer,17921720
10,466,data.table::melt.new.var_tab,1393800
31,1348,tidyr::pivot_longer,33107040
31,1348,data.table::melt.old.set,11195840
31,1348,data.table::melt.old.join,9237640
31,1348,data.table::melt.new.pattern,7599080
31,1348,data.table::melt.old.set,11324120
31,1348,data.table::melt.new.var_tab,2958800
31,1348,tidyr::pivot_longer,33173200
31,1348,data.table::melt.new.var_tab,3209760
31,1348,data.table::melt.old.join,8810520
31,1348,data.table::melt.new.var_tab,3339400
31,1348,data.table::melt.new.var_tab,3312560
31,1348,tidyr::pivot_longer,35006680
31,1348,data.table::melt.old.join,9884320
31,1348,data.table::melt.old.set,11939960
31,1348,data.table::melt.old.set,12003520
31,1348,data.table::melt.new.var_tab,3638120
31,1348,data.table::melt.new.pattern,8232120
31,1348,data.table::melt.new.pattern,8145120
31,1348,data.table::melt.old.join,9740960
31,1348,data.table::melt.old.set,12046200
31,1348,data.table::melt.new.var_tab,3647760
31,1348,data.table::melt.new.pattern,8613440
31,1348,data.table::melt.old.set,12822480
31,1348,data.table::melt.new.pattern,8469680
31,1348,data.table::melt.old.join,10180960
31,1348,data.table::melt.new.pattern,22992720
31,1348,data.table::melt.old.join,8487440
31,1348,data.table::melt.old.join,8516440
31,1348,tidyr::pivot_longer,32762400
31,1348,data.table::melt.new.pattern,7473320
31,1348,data.table::melt.old.set,11322280
31,1348,data.table::melt.new.pattern,7615720
31,1348,data.table::melt.old.join,8605400
31,1348,data.table::melt.old.set,11216280
31,1348,tidyr::pivot_longer,32763240
31,1348,tidyr::pivot_longer,33844160
31,1348,data.table::melt.old.set,11289560
31,1348,data.table::melt.new.var_tab,3018640
31,1348,data.table::melt.new.pattern,7487800
31,1348,data.table::melt.new.var_tab,3003280
31,1348,tidyr::pivot_longer,32872760
31,1348,tidyr::pivot_longer,32819480
31,1348,data.table::melt.new.var_tab,3067920
31,1348,tidyr::pivot_longer,35900840
31,1348,data.table::melt.new.var_tab,16092080
31,1348,data.table::melt.old.set,11147600
31,1348,data.table::melt.old.join,9189720
31,1348,data.table::melt.new.pattern,7487840
31,1348,tidyr::pivot_longer,33386560
31,1348,data.table::melt.old.join,13956080
100,4246,data.table::melt.new.var_tab,9735400
100,4246,tidyr::pivot_longer,84059080
100,4246,data.table::melt.new.pattern,20817960
100,4246,data.table::melt.new.var_tab,9790080
100,4246,data.table::melt.new.pattern,20864160
100,4246,tidyr::pivot_longer,85323320
100,4246,data.table::melt.new.var_tab,24151400
100,4246,data.table::melt.new.pattern,21056400
100,4246,data.table::melt.old.set,21121880
100,4246,data.table::melt.old.set,21107320
100,4246,data.table::melt.new.var_tab,9319040
100,4246,data.table::melt.old.set,21543320
100,4246,data.table::melt.old.join,24744160
100,4246,data.table::melt.old.join,41910680
100,4246,data.table::melt.old.join,23237920
100,4246,data.table::melt.new.pattern,21330760
100,4246,data.table::melt.old.set,22771960
100,4246,tidyr::pivot_longer,110408080
100,4246,tidyr::pivot_longer,120708480
100,4246,data.table::melt.old.join,45356720
100,4246,data.table::melt.old.set,28507600
100,4246,data.table::melt.new.var_tab,23187640
100,4246,data.table::melt.old.set,20947840
100,4246,data.table::melt.new.var_tab,9529520
100,4246,data.table::melt.old.set,21491080
100,4246,data.table::melt.old.set,34581680
100,4246,data.table::melt.old.join,172193000
100,4246,data.table::melt.new.pattern,21169920
100,4246,data.table::melt.old.join,23307160
100,4246,tidyr::pivot_longer,85606600
100,4246,data.table::melt.new.pattern,22510240
100,4246,data.table::melt.old.join,23524040
100,4246,tidyr::pivot_longer,98663120
100,4246,data.table::melt.new.var_tab,9421280
100,4246,data.table::melt.old.set,21574000
100,4246,data.table::melt.old.join,26804400
100,4246,tidyr::pivot_longer,98954240
100,4246,data.table::melt.new.var_tab,10855520
100,4246,data.table::melt.new.pattern,37934000
100,4246,tidyr::pivot_longer,84752960
100,4246,data.table::melt.new.pattern,20503320
100,4246,tidyr::pivot_longer,96512560
100,4246,tidyr::pivot_longer,84584240
100,4246,data.table::melt.old.join,32284280
100,4246,data.table::melt.new.var_tab,11472640
100,4246,data.table::melt.new.pattern,39486760
100,4246,data.table::melt.old.join,23234120
100,4246,data.table::melt.old.set,21337680
100,4246,data.table::melt.new.pattern,34737680
100,4246,data.table::melt.new.var_tab,150766240
316,13318,data.table::melt.old.join,75062680
316,13318,tidyr::pivot_longer,281440240
316,13318,data.table::melt.old.join,125027920
316,13318,tidyr::pivot_longer,406577400
316,13318,data.table::melt.new.pattern,89891920
316,13318,data.table::melt.old.set,62101200
316,13318,data.table::melt.old.join,289317080
316,13318,data.table::melt.old.join,78553040
316,13318,tidyr::pivot_longer,300448160
316,13318,data.table::melt.new.var_tab,199470120
316,13318,data.table::melt.new.pattern,71322440
316,13318,data.table::melt.new.var_tab,35512760
316,13318,data.table::melt.new.var_tab,37582240
316,13318,data.table::melt.old.set,61416720
316,13318,data.table::melt.old.set,90835600
316,13318,data.table::melt.new.pattern,73998520
316,13318,tidyr::pivot_longer,318187960
316,13318,data.table::melt.new.var_tab,37726440
316,13318,data.table::melt.new.var_tab,58363960
316,13318,data.table::melt.old.join,253651920
316,13318,data.table::melt.old.set,56006960
316,13318,data.table::melt.old.join,76932520
316,13318,data.table::melt.old.set,81279800
316,13318,data.table::melt.old.set,55291280
316,13318,data.table::melt.new.pattern,91973960
316,13318,data.table::melt.old.join,109861880
316,13318,tidyr::pivot_longer,291583280
316,13318,data.table::melt.new.var_tab,214935920
316,13318,data.table::melt.new.var_tab,44062440
316,13318,data.table::melt.new.pattern,75814960
316,13318,data.table::melt.new.pattern,70330160
316,13318,tidyr::pivot_longer,287819320
316,13318,tidyr::pivot_longer,294362840
316,13318,data.table::melt.new.var_tab,43291680
316,13318,data.table::melt.old.set,62810120
316,13318,tidyr::pivot_longer,311025880
316,13318,data.table::melt.new.pattern,76796200
316,13318,data.table::melt.old.set,60647600
316,13318,data.table::melt.new.pattern,106991360
316,13318,data.table::melt.old.join,123797840
316,13318,data.table::melt.old.join,253687400
316,13318,data.table::melt.old.join,76628880
316,13318,data.table::melt.new.var_tab,35522840
316,13318,data.table::melt.old.set,60221800
316,13318,data.table::melt.old.set,57776720
316,13318,tidyr::pivot_longer,286281160
316,13318,tidyr::pivot_longer,280039880
316,13318,data.table::melt.new.pattern,74304640
316,13318,data.table::melt.new.pattern,90550680
316,13318,data.table::melt.new.var_tab,90597360
1000,42046,tidyr::pivot_longer,987752680
1000,42046,data.table::melt.old.join,276636000
1000,42046,data.table::melt.old.set,344856680
1000,42046,data.table::melt.old.join,494988560
1000,42046,data.table::melt.old.set,233441720
1000,42046,data.table::melt.new.var_tab,398772880
1000,42046,data.table::melt.new.var_tab,138373920
1000,42046,data.table::melt.new.pattern,256892720
1000,42046,data.table::melt.new.var_tab,208299360
1000,42046,data.table::melt.new.pattern,328602920
1000,42046,data.table::melt.new.var_tab,418525160
1000,42046,data.table::melt.new.pattern,241609720
1000,42046,data.table::melt.old.set,198229880
1000,42046,data.table::melt.new.pattern,321257880
1000,42046,data.table::melt.old.join,567948680
1000,42046,data.table::melt.new.var_tab,133772800
1000,42046,data.table::melt.old.set,189528040
1000,42046,data.table::melt.old.join,659182280
1000,42046,data.table::melt.old.join,255395200
1000,42046,data.table::melt.new.pattern,256916040
1000,42046,tidyr::pivot_longer,1053001480
1000,42046,data.table::melt.old.join,267412840
1000,42046,data.table::melt.new.var_tab,265238760
1000,42046,tidyr::pivot_longer,1204012040
1000,42046,data.table::melt.new.var_tab,118505000
1000,42046,data.table::melt.old.set,188016800
1000,42046,tidyr::pivot_longer,1028958920
1000,42046,data.table::melt.old.set,191622440
1000,42046,data.table::melt.new.pattern,294543120
1000,42046,data.table::melt.old.set,513412240
1000,42046,data.table::melt.new.pattern,253333400
1000,42046,data.table::melt.new.var_tab,128424200
1000,42046,data.table::melt.new.pattern,240250760
1000,42046,tidyr::pivot_longer,1003559960
1000,42046,data.table::melt.new.pattern,269558400
1000,42046,data.table::melt.old.join,606430640
1000,42046,data.table::melt.new.pattern,230132560
1000,42046,data.table::melt.new.var_tab,127620200
1000,42046,data.table::melt.old.set,179731800
1000,42046,data.table::melt.old.join,345227680
1000,42046,data.table::melt.old.set,305410960
1000,42046,tidyr::pivot_longer,1210270680
1000,42046,tidyr::pivot_longer,965652360
1000,42046,tidyr::pivot_longer,980854880
1000,42046,data.table::melt.old.set,179712200
1000,42046,tidyr::pivot_longer,1037099240
1000,42046,data.table::melt.old.join,257924720
1000,42046,tidyr::pivot_longer,1272525880
1000,42046,data.table::melt.new.var_tab,126811160
1000,42046,data.table::melt.old.join,258246680
