capture groups,type conversions,N.rep,N.col,expr,time
3,1,31,129,nc::capture_melt_multiple,12168997
3,1,31,129,nc::capture_melt_multiple,12044846
3,1,31,129,nc::capture_melt_multiple,11415111
3,1,31,129,nc::capture_melt_multiple,12080776
3,1,31,129,nc::capture_melt_multiple,12077248
3,1,31,129,nc::capture_melt_multiple,11990631
3,1,31,129,nc::capture_melt_multiple,11800075
3,1,31,129,nc::capture_melt_multiple,11735272
3,1,31,129,nc::capture_melt_multiple,12168355
3,1,31,129,tidyr::pivot_longer,6095246
3,1,31,129,tidyr::pivot_longer,6228379
3,1,31,129,tidyr::pivot_longer,5687827
3,1,31,129,tidyr::pivot_longer,8307499
3,1,31,129,tidyr::pivot_longer,5454604
3,1,31,129,tidyr::pivot_longer,5566885
3,1,31,129,tidyr::pivot_longer,5387235
3,1,31,129,tidyr::pivot_longer,5374403
3,1,31,129,tidyr::pivot_longer,5489571
3,1,31,129,tidyr::pivot_longer,5276879
3,1,100,405,nc::capture_melt_multiple,19362349
3,1,100,405,nc::capture_melt_multiple,19157035
3,1,100,405,nc::capture_melt_multiple,19553867
3,1,100,405,nc::capture_melt_multiple,19320002
3,1,100,405,nc::capture_melt_multiple,20441528
3,1,100,405,nc::capture_melt_multiple,19678981
3,1,100,405,nc::capture_melt_multiple,23282874
3,1,100,405,nc::capture_melt_multiple,19855421
3,1,100,405,nc::capture_melt_multiple,19302037
3,1,100,405,nc::capture_melt_multiple,19762389
3,1,100,405,tidyr::pivot_longer,11641919
3,1,100,405,tidyr::pivot_longer,12235083
3,1,100,405,tidyr::pivot_longer,12496215
3,1,100,405,tidyr::pivot_longer,12408636
3,1,100,405,tidyr::pivot_longer,12460606
3,1,100,405,tidyr::pivot_longer,13741571
3,1,100,405,tidyr::pivot_longer,11268826
3,1,100,405,tidyr::pivot_longer,11085006
3,1,100,405,tidyr::pivot_longer,11222630
3,1,100,405,tidyr::pivot_longer,11486971
3,1,316,1269,nc::capture_melt_multiple,40409229
3,1,316,1269,nc::capture_melt_multiple,42711949
3,1,316,1269,nc::capture_melt_multiple,42897051
3,1,316,1269,nc::capture_melt_multiple,40742864
3,1,316,1269,nc::capture_melt_multiple,40323575
3,1,316,1269,nc::capture_melt_multiple,42364840
3,1,316,1269,nc::capture_melt_multiple,41152849
3,1,316,1269,nc::capture_melt_multiple,46545857
3,1,316,1269,nc::capture_melt_multiple,39873489
3,1,316,1269,nc::capture_melt_multiple,40949139
3,1,316,1269,tidyr::pivot_longer,35603930
3,1,316,1269,tidyr::pivot_longer,36511159
3,1,316,1269,tidyr::pivot_longer,34335157
3,1,316,1269,tidyr::pivot_longer,38195693
3,1,316,1269,tidyr::pivot_longer,34204590
3,1,316,1269,tidyr::pivot_longer,36881045
3,1,316,1269,tidyr::pivot_longer,39163874
3,1,316,1269,tidyr::pivot_longer,34217423
3,1,316,1269,tidyr::pivot_longer,35029053
3,1,316,1269,tidyr::pivot_longer,38610490
3,1,1000,4005,nc::capture_melt_multiple,110130169
3,1,1000,4005,nc::capture_melt_multiple,116051540
3,1,1000,4005,nc::capture_melt_multiple,158229352
3,1,1000,4005,nc::capture_melt_multiple,165877921
3,1,1000,4005,nc::capture_melt_multiple,109240905
3,1,1000,4005,nc::capture_melt_multiple,114853984
3,1,1000,4005,nc::capture_melt_multiple,161341776
3,1,1000,4005,nc::capture_melt_multiple,110763113
3,1,1000,4005,nc::capture_melt_multiple,117428424
3,1,1000,4005,nc::capture_melt_multiple,162649046
3,1,1000,4005,tidyr::pivot_longer,165355335
3,1,1000,4005,tidyr::pivot_longer,172668666
3,1,1000,4005,tidyr::pivot_longer,170156462
3,1,1000,4005,tidyr::pivot_longer,212080840
3,1,1000,4005,tidyr::pivot_longer,209453790
3,1,1000,4005,tidyr::pivot_longer,179101074
3,1,1000,4005,tidyr::pivot_longer,171203562
3,1,1000,4005,tidyr::pivot_longer,174443345
3,1,1000,4005,tidyr::pivot_longer,194264760
3,1,1000,4005,tidyr::pivot_longer,167725422
3,1,3162,12653,nc::capture_melt_multiple,346088971
3,1,3162,12653,nc::capture_melt_multiple,435693884
3,1,3162,12653,nc::capture_melt_multiple,400166626
3,1,3162,12653,nc::capture_melt_multiple,412943542
3,1,3162,12653,nc::capture_melt_multiple,398234754
3,1,3162,12653,nc::capture_melt_multiple,409982215
3,1,3162,12653,nc::capture_melt_multiple,389037029
3,1,3162,12653,nc::capture_melt_multiple,404564185
3,1,3162,12653,nc::capture_melt_multiple,402690699
3,1,3162,12653,nc::capture_melt_multiple,417277261
3,1,3162,12653,tidyr::pivot_longer,1315175813
3,1,3162,12653,tidyr::pivot_longer,1307611293
3,1,3162,12653,tidyr::pivot_longer,1269942359
3,1,3162,12653,tidyr::pivot_longer,1391805233
3,1,3162,12653,tidyr::pivot_longer,1283203046
3,1,3162,12653,tidyr::pivot_longer,1321639340
3,1,3162,12653,tidyr::pivot_longer,1312189143
3,1,3162,12653,tidyr::pivot_longer,1363199606
3,1,3162,12653,tidyr::pivot_longer,1695352922
3,1,3162,12653,tidyr::pivot_longer,1481683148
3,1,10000,40005,nc::capture_melt_multiple,1212964651
3,1,10000,40005,nc::capture_melt_multiple,1438050498
3,1,10000,40005,nc::capture_melt_multiple,1259848634
3,1,10000,40005,nc::capture_melt_multiple,1360724938
3,1,10000,40005,nc::capture_melt_multiple,1346287547
3,1,10000,40005,nc::capture_melt_multiple,1316335193
3,1,10000,40005,nc::capture_melt_multiple,1416413019
3,1,10000,40005,nc::capture_melt_multiple,1588548832
3,1,10000,40005,nc::capture_melt_multiple,1631552068
3,1,10000,40005,nc::capture_melt_multiple,1421443843
3,1,10000,40005,tidyr::pivot_longer,18541674795
3,1,10000,40005,tidyr::pivot_longer,21434833812
3,1,10000,40005,tidyr::pivot_longer,18911404012
3,1,10000,40005,tidyr::pivot_longer,17381516780
3,1,10000,40005,tidyr::pivot_longer,21128923735
3,1,10000,40005,tidyr::pivot_longer,17000897285
3,1,10000,40005,tidyr::pivot_longer,17735098731
3,1,10000,40005,tidyr::pivot_longer,14067583756
3,1,10000,40005,tidyr::pivot_longer,19741403139
3,1,10000,40005,tidyr::pivot_longer,16489076681
3,1,31622,126493,nc::capture_melt_multiple,5494764185
3,1,31622,126493,nc::capture_melt_multiple,5664762171
3,1,31622,126493,nc::capture_melt_multiple,5388192356
3,1,31622,126493,nc::capture_melt_multiple,4626346729
3,1,31622,126493,nc::capture_melt_multiple,4950299053
3,1,31622,126493,nc::capture_melt_multiple,5296556444
3,1,31622,126493,nc::capture_melt_multiple,6160330928
3,1,31622,126493,nc::capture_melt_multiple,5157626884
3,1,31622,126493,nc::capture_melt_multiple,4646321809
3,1,31622,126493,nc::capture_melt_multiple,4391835388
3,1,31622,126493,tidyr::pivot_longer,445411383480
3,1,31622,126493,tidyr::pivot_longer,397167430926
3,1,31622,126493,tidyr::pivot_longer,398431004715
3,1,31622,126493,tidyr::pivot_longer,363675988650
3,1,31622,126493,tidyr::pivot_longer,445373961885
3,1,31622,126493,tidyr::pivot_longer,295848486969
3,1,31622,126493,tidyr::pivot_longer,365781839315
3,1,31622,126493,tidyr::pivot_longer,323638339284
3,1,31622,126493,tidyr::pivot_longer,466596018394
3,1,31622,126493,tidyr::pivot_longer,379377934060
3,1,100000,400005,nc::capture_melt_multiple,14590745045
3,1,100000,400005,nc::capture_melt_multiple,14822052853
3,1,100000,400005,nc::capture_melt_multiple,14606150295
3,1,100000,400005,nc::capture_melt_multiple,13962746184
3,1,100000,400005,nc::capture_melt_multiple,14602529720
3,1,100000,400005,nc::capture_melt_multiple,14515083165
3,1,100000,400005,nc::capture_melt_multiple,14546697276
3,1,100000,400005,nc::capture_melt_multiple,14322412794
3,1,100000,400005,nc::capture_melt_multiple,14472134466
3,1,100000,400005,nc::capture_melt_multiple,14356273805
3,1,100000,400005,tidyr::pivot_longer,5570235177328
3,1,100000,400005,tidyr::pivot_longer,2849698031942
3,1,100000,400005,tidyr::pivot_longer,2944950254782
3,1,100000,400005,tidyr::pivot_longer,3718608112323
3,1,100000,400005,tidyr::pivot_longer,4231227613129
3,1,100000,400005,tidyr::pivot_longer,3952194074204
3,1,100000,400005,tidyr::pivot_longer,4215778338077
3,1,100000,400005,tidyr::pivot_longer,4907590755632
3,1,100000,400005,tidyr::pivot_longer,3654107951600
3,1,100000,400005,tidyr::pivot_longer,3263515898325
